screen_time_hours,sleep_hours,energy_level,hour_of_day,day_of_week,scroll_session_mins,heart_rate_resting,mood_valence,hour_sin,hour_cos,day_sin,day_cos,screen_sleep_interaction,weather_temp_c,stress_score,stress_label,archetype,user_id
6.07,6.59,5,9,1,5.06,69.5,-0.6,0.7071,-0.7071,0.7818,0.6235,0.0161,14.7,0.8567,high,recovering,recovering_19
2.51,4.18,2,10,0,1.59,84.3,-0.8,0.5,-0.866,0.0,1.0,0.018,9.9,0.7208,high,chronic_stress,chronic_stress_01
7.43,4.77,1,6,6,22.19,78.7,-0.6,1.0,0.0,-0.7818,0.6235,0.045,22.5,0.98,high,shift_worker,shift_worker_00
2.83,8.82,7,19,2,22.72,70.9,0.7,-0.9659,0.2588,0.9749,-0.2225,0.0,-1.2,0.3521,moderate,athlete,athlete_01
10.43,3.0,1,7,5,20.35,82.3,-0.6,0.9659,-0.2588,-0.9749,-0.2225,0.0978,15.8,0.98,high,shift_worker,shift_worker_07
3.37,6.78,4,19,2,3.96,74.9,-0.7,-0.9659,0.2588,0.9749,-0.2225,0.0077,4.0,0.5579,moderate,recovering,recovering_09
1.86,4.71,2,13,1,14.48,85.9,-0.6,-0.2588,-0.9659,0.7818,0.6235,0.0115,22.0,0.8011,high,chronic_stress,chronic_stress_09
7.21,7.25,7,19,1,42.25,71.7,-0.6,-0.9659,0.2588,0.7818,0.6235,0.0102,11.9,0.5851,moderate,athlete,athlete_01
5.13,4.1,1,22,1,20.39,77.7,-0.6,-0.5,0.866,0.7818,0.6235,0.0375,20.9,0.798,high,shift_worker,shift_worker_09
1.95,7.69,6,18,2,13.6,74.0,-0.7,-1.0,-0.0,0.9749,-0.2225,0.0011,11.9,0.5105,moderate,professional,professional_05
6.27,3.56,2,22,6,20.87,85.2,-0.7,-0.5,0.866,-0.7818,0.6235,0.0522,20.5,0.9253,high,chronic_stress,chronic_stress_04
14.0,3.24,1,22,5,72.69,84.4,-0.7,-0.5,0.866,-0.9749,-0.2225,0.1249,25.5,0.98,high,chronic_stress,chronic_stress_12
9.13,6.82,4,15,4,7.91,61.8,-0.4,-0.7071,-0.7071,-0.4339,-0.901,0.0203,11.6,0.8743,high,shift_worker,shift_worker_06
0.93,8.07,7,19,2,5.92,50.5,-0.6,-0.9659,0.2588,0.9749,-0.2225,0.0,5.9,0.2916,low,athlete,athlete_02
5.46,6.71,4,14,4,40.39,80.6,0.6,-0.5,-0.866,-0.4339,-0.901,0.0132,15.1,0.5554,moderate,shift_worker,shift_worker_19
6.08,5.91,3,10,3,50.21,67.5,-0.4,0.5,-0.866,0.4339,-0.901,0.0238,20.1,0.7879,high,student,student_00
3.39,9.37,8,18,5,3.95,55.0,-0.8,-1.0,-0.0,-0.9749,-0.2225,0.0,4.6,0.226,low,athlete,athlete_07
2.08,6.72,7,21,0,0.5,63.9,-0.7,-0.7071,0.7071,0.0,1.0,0.005,1.8,0.543,moderate,recovering,recovering_02
5.55,6.33,4,6,3,6.18,76.3,-0.6,1.0,0.0,0.4339,-0.901,0.0174,2.0,0.775,high,shift_worker,shift_worker_07
3.48,7.34,4,20,0,14.26,67.1,-0.6,-0.866,0.5,0.0,1.0,0.0043,-4.5,0.6589,moderate,professional,professional_09
5.29,5.32,4,21,3,9.43,78.1,-0.8,-0.7071,0.7071,0.4339,-0.901,0.0265,17.8,0.7635,high,student,student_00
4.88,7.5,4,22,6,22.04,82.1,0.6,-0.5,0.866,-0.7818,0.6235,0.0046,11.8,0.6395,high,student,student_15
14.0,5.44,2,23,2,0.65,73.3,-0.8,-0.2588,0.9659,0.9749,-0.2225,0.0671,-0.9,0.98,high,student,student_00
5.94,4.7,1,20,4,8.27,76.0,-0.6,-0.866,0.5,-0.4339,-0.901,0.0367,34.5,0.9257,high,chronic_stress,chronic_stress_04
2.25,6.84,6,19,4,9.05,81.9,-0.7,-0.9659,0.2588,-0.4339,-0.901,0.0049,6.2,0.5825,moderate,recovering,recovering_07
5.27,5.54,3,6,0,70.54,84.9,-0.6,1.0,0.0,0.0,1.0,0.0243,16.1,0.9114,high,shift_worker,shift_worker_12
5.02,7.36,4,14,1,46.5,84.4,-0.8,-0.5,-0.866,0.7818,0.6235,0.0061,5.7,0.5708,moderate,shift_worker,shift_worker_11
14.0,4.84,2,20,3,57.42,83.8,-0.6,-0.866,0.5,0.4339,-0.901,0.083,20.1,0.98,high,student,student_08
7.62,5.77,3,23,1,6.45,78.2,-0.6,-0.2588,0.9659,0.7818,0.6235,0.0319,11.1,0.702,high,student,student_00
5.47,7.08,6,21,5,16.07,82.8,-0.8,-0.7071,0.7071,-0.9749,-0.2225,0.0095,13.4,0.5684,moderate,recovering,recovering_17
2.32,6.1,4,7,2,25.87,75.3,0.5,0.9659,-0.2588,0.9749,-0.2225,0.0083,9.9,0.4195,moderate,shift_worker,shift_worker_18
2.05,5.25,1,13,2,19.66,75.6,-0.8,-0.2588,-0.9659,0.9749,-0.2225,0.0106,4.7,0.98,high,chronic_stress,chronic_stress_14
4.12,8.31,7,18,2,15.38,52.8,-0.4,-1.0,-0.0,0.9749,-0.2225,0.0,5.6,0.2534,low,athlete,athlete_06
11.68,6.77,3,12,2,120.0,83.9,-0.7,0.0,-1.0,0.9749,-0.2225,0.027,11.0,0.98,high,professional,professional_08
5.43,10.02,10,7,6,11.4,56.4,-0.8,0.9659,-0.2588,-0.7818,0.6235,0.0,10.9,0.4211,moderate,athlete,athlete_04
8.91,5.97,3,7,0,20.76,78.3,-0.8,0.9659,-0.2588,0.0,1.0,0.0339,16.9,0.98,high,shift_worker,shift_worker_15
3.27,4.51,1,22,2,3.01,78.5,-0.7,-0.5,0.866,0.9749,-0.2225,0.0214,16.3,0.7683,high,chronic_stress,chronic_stress_17
6.8,7.08,5,20,0,115.42,75.8,-0.6,-0.866,0.5,0.0,1.0,0.0118,20.1,0.4816,moderate,professional,professional_12
3.18,9.24,7,8,6,46.61,65.2,-0.7,0.866,-0.5,-0.7818,0.6235,0.0,14.2,0.6764,moderate,professional,professional_05
5.72,6.47,4,7,2,10.7,72.0,-0.6,0.9659,-0.2588,0.9749,-0.2225,0.0164,9.2,0.522,moderate,professional,professional_02
14.0,4.86,1,12,6,120.0,61.1,-0.7,0.0,-1.0,-0.7818,0.6235,0.0824,14.6,0.98,high,student,student_15
8.67,4.43,1,21,3,5.34,85.7,0.6,-0.7071,0.7071,0.4339,-0.901,0.058,6.8,0.845,high,chronic_stress,chronic_stress_05
2.19,7.81,7,8,1,11.05,67.7,0.7,0.866,-0.5,0.7818,0.6235,0.0008,16.3,0.1555,low,athlete,athlete_16
1.32,4.86,2,14,2,0.64,75.5,0.7,-0.5,-0.866,0.9749,-0.2225,0.0078,13.1,0.2186,low,student,student_12
2.11,6.53,5,7,4,1.55,65.7,0.7,0.9659,-0.2588,-0.4339,-0.901,0.0058,10.7,0.2423,low,professional,professional_10
4.62,7.51,9,7,5,5.21,49.6,0.6,0.9659,-0.2588,-0.9749,-0.2225,0.0042,12.1,0.0236,low,athlete,athlete_04
4.68,6.86,4,8,3,20.83,77.0,-0.4,0.866,-0.5,0.4339,-0.901,0.01,18.9,0.5573,moderate,professional,professional_15
14.0,5.65,2,20,2,56.85,95.5,-0.6,-0.866,0.5,0.9749,-0.2225,0.0616,9.0,0.98,high,student,student_18
3.1,8.49,8,8,4,11.84,61.3,0.7,0.866,-0.5,-0.4339,-0.901,0.0,1.9,0.2391,low,athlete,athlete_18
0.72,6.42,2,7,2,3.72,77.9,0.6,0.9659,-0.2588,0.9749,-0.2225,0.0021,28.3,0.4338,moderate,shift_worker,shift_worker_13
4.18,8.17,7,19,2,32.45,59.1,-0.4,-0.9659,0.2588,0.9749,-0.2225,0.0,19.4,0.3428,moderate,athlete,athlete_08
3.86,9.06,9,6,3,13.49,66.6,-0.8,1.0,0.0,0.4339,-0.901,0.0,17.4,0.5915,moderate,athlete,athlete_09
14.0,5.25,1,21,4,58.13,77.7,-0.6,-0.7071,0.7071,-0.4339,-0.901,0.0721,13.0,0.98,high,chronic_stress,chronic_stress_04
4.75,7.7,4,21,0,16.37,63.2,0.6,-0.7071,0.7071,0.0,1.0,0.0027,17.6,0.6158,moderate,student,student_08
1.89,4.38,3,10,4,2.61,72.8,0.6,0.5,-0.866,-0.4339,-0.901,0.0128,21.4,0.5878,moderate,student,student_16
10.05,5.77,2,6,2,120.0,70.4,-0.4,1.0,0.0,0.9749,-0.2225,0.0419,17.8,0.8319,high,shift_worker,shift_worker_18
4.4,6.94,5,12,1,8.3,61.4,0.6,0.0,-1.0,0.7818,0.6235,0.0087,11.7,0.4329,moderate,recovering,recovering_04
0.85,6.9,6,18,0,5.81,72.8,0.6,-1.0,-0.0,0.0,1.0,0.0018,1.2,0.1654,low,athlete,athlete_12
14.0,3.0,1,21,3,20.2,67.5,-0.6,-0.7071,0.7071,0.4339,-0.901,0.1313,10.3,0.98,high,student,student_05
10.08,7.01,3,14,3,80.56,58.9,-0.4,-0.5,-0.866,0.4339,-0.901,0.0186,8.6,0.9492,high,student,student_18
6.07,7.58,6,19,2,9.33,73.7,-0.8,-0.9659,0.2588,0.9749,-0.2225,0.0048,14.3,0.531,moderate,professional,professional_08
4.13,5.94,1,6,3,35.74,71.0,-0.6,1.0,0.0,0.4339,-0.901,0.016,17.1,0.7458,high,shift_worker,shift_worker_14
6.55,7.71,7,8,2,5.6,60.7,0.7,0.866,-0.5,0.9749,-0.2225,0.0035,12.0,0.362,moderate,athlete,athlete_14
9.11,7.46,5,12,5,29.64,74.6,-0.6,0.0,-1.0,-0.9749,-0.2225,0.0093,8.1,0.5181,moderate,recovering,recovering_14
5.46,3.66,2,20,2,12.91,91.3,-0.6,-0.866,0.5,0.9749,-0.2225,0.0444,-1.2,0.9543,high,chronic_stress,chronic_stress_17
4.33,4.93,3,9,3,27.71,85.9,-0.4,0.7071,-0.7071,0.4339,-0.901,0.025,2.9,0.7984,high,chronic_stress,chronic_stress_13
2.79,3.0,1,9,1,40.38,92.7,-0.8,0.7071,-0.7071,0.7818,0.6235,0.0262,16.2,0.9615,high,chronic_stress,chronic_stress_09
5.03,5.6,4,13,6,6.73,84.9,-0.7,-0.2588,-0.9659,-0.7818,0.6235,0.0227,10.8,0.7323,high,chronic_stress,chronic_stress_08
3.83,5.64,4,12,4,40.67,72.6,-0.8,0.0,-1.0,-0.4339,-0.901,0.017,3.5,0.6703,moderate,recovering,recovering_09
5.58,7.38,3,23,3,26.49,75.3,-0.4,-0.2588,0.9659,0.4339,-0.901,0.0065,17.6,0.7872,high,student,student_19
8.06,6.01,3,14,3,8.15,70.8,-0.7,-0.5,-0.866,0.4339,-0.901,0.0301,19.7,0.6952,moderate,student,student_02
12.46,10.9,6,20,5,59.44,67.1,-0.7,-0.866,0.5,-0.9749,-0.2225,0.0,14.2,0.875,high,student,student_17
4.62,7.27,5,14,5,6.89,86.6,-0.8,-0.5,-0.866,-0.9749,-0.2225,0.0064,1.1,0.8537,high,student,student_04
6.71,6.28,3,7,6,28.83,81.4,0.9,0.9659,-0.2588,-0.7818,0.6235,0.0217,4.2,0.7093,high,shift_worker,shift_worker_11
7.59,5.97,5,18,2,78.4,66.9,-0.6,-1.0,-0.0,0.9749,-0.2225,0.0289,7.7,0.98,high,professional,professional_06
12.97,6.01,1,20,1,75.41,83.2,-0.8,-0.866,0.5,0.7818,0.6235,0.0485,4.8,0.98,high,chronic_stress,chronic_stress_02
11.42,8.39,3,21,5,34.88,76.4,-0.6,-0.7071,0.7071,-0.9749,-0.2225,0.0,21.9,0.98,high,student,student_10
12.13,3.0,1,23,1,10.43,64.1,-0.6,-0.2588,0.9659,0.7818,0.6235,0.1137,15.5,0.98,high,student,student_02
5.69,5.14,1,21,3,16.89,79.7,-0.4,-0.7071,0.7071,0.4339,-0.901,0.0305,10.7,0.916,high,chronic_stress,chronic_stress_03
10.79,6.97,5,9,2,120.0,56.3,-0.7,0.7071,-0.7071,0.9749,-0.2225,0.0208,18.3,0.98,high,recovering,recovering_02
1.09,7.26,7,7,2,2.2,60.3,0.6,0.9659,-0.2588,0.9749,-0.2225,0.0015,11.9,0.1729,low,athlete,athlete_13
5.91,8.54,7,12,2,20.3,63.8,-0.8,0.0,-1.0,0.9749,-0.2225,0.0,13.0,0.4986,moderate,athlete,athlete_18
13.41,8.9,7,19,5,9.63,65.1,-0.4,-0.9659,0.2588,-0.9749,-0.2225,0.0,13.7,0.5898,moderate,athlete,athlete_15
14.0,5.76,1,22,3,120.0,95.2,-0.6,-0.5,0.866,0.4339,-0.901,0.0588,7.7,0.98,high,chronic_stress,chronic_stress_18
4.59,4.49,2,7,0,13.3,83.8,-0.6,0.9659,-0.2588,0.0,1.0,0.0302,8.4,0.8449,high,shift_worker,shift_worker_03
6.31,7.36,5,19,4,3.09,61.2,0.6,-0.9659,0.2588,-0.4339,-0.901,0.0076,10.8,0.3954,moderate,athlete,athlete_19
14.0,3.0,1,23,0,90.14,77.7,-0.6,-0.2588,0.9659,0.0,1.0,0.1313,4.2,0.98,high,shift_worker,shift_worker_09
14.0,6.56,3,14,6,14.78,72.7,-0.6,-0.5,-0.866,-0.7818,0.6235,0.0379,4.2,0.9317,high,student,student_15
6.12,7.47,7,12,5,27.53,79.9,0.6,0.0,-1.0,-0.9749,-0.2225,0.0061,9.5,0.3555,low,professional,professional_05
4.77,8.2,8,6,1,19.85,68.5,-0.7,1.0,0.0,0.7818,0.6235,0.0,10.2,0.198,low,athlete,athlete_11
3.47,5.56,2,23,3,4.78,75.2,-0.6,-0.2588,0.9659,0.4339,-0.901,0.0159,26.6,0.5351,moderate,shift_worker,shift_worker_03
4.33,6.3,4,21,2,51.14,64.5,0.6,-0.7071,0.7071,0.9749,-0.2225,0.0138,-4.0,0.5975,moderate,student,student_19
6.87,7.4,6,20,3,6.96,71.8,0.6,-0.866,0.5,0.4339,-0.901,0.0077,17.7,0.4866,moderate,professional,professional_06
3.03,7.42,5,12,0,18.38,44.0,-0.7,0.0,-1.0,0.0,1.0,0.0033,7.6,0.549,moderate,athlete,athlete_00
14.0,9.77,6,12,6,23.0,71.7,0.6,0.0,-1.0,-0.7818,0.6235,0.0,17.2,0.7439,high,student,student_10
5.19,5.85,4,9,2,3.23,68.5,-0.6,0.7071,-0.7071,0.9749,-0.2225,0.0209,18.5,0.8264,high,recovering,recovering_18
8.46,4.83,3,19,4,4.34,65.4,-0.7,-0.9659,0.2588,-0.4339,-0.901,0.0503,12.4,0.8965,high,professional,professional_19
5.81,6.39,6,20,4,83.68,80.6,0.5,-0.866,0.5,-0.4339,-0.901,0.0175,18.8,0.5916,moderate,recovering,recovering_17
4.97,3.0,2,13,2,9.2,80.8,-0.6,-0.2588,-0.9659,0.9749,-0.2225,0.0466,18.1,0.98,high,chronic_stress,chronic_stress_12
6.94,7.26,2,12,6,2.21,72.4,-0.6,0.0,-1.0,-0.7818,0.6235,0.0097,0.5,0.6131,moderate,recovering,recovering_02
3.7,8.3,7,9,1,0.75,64.7,-0.7,0.7071,-0.7071,0.7818,0.6235,0.0,14.0,0.4525,moderate,recovering,recovering_17
1.93,7.66,6,20,1,1.23,75.5,0.7,-0.866,0.5,0.7818,0.6235,0.0012,7.1,0.0595,low,professional,professional_08
3.29,6.01,2,22,6,37.21,85.3,0.6,-0.5,0.866,-0.7818,0.6235,0.0123,24.8,0.6974,high,chronic_stress,chronic_stress_06
8.05,8.16,4,20,6,9.2,74.2,0.9,-0.866,0.5,-0.7818,0.6235,0.0,18.7,0.5171,moderate,student,student_12
2.57,7.53,8,12,1,6.49,56.7,0.7,0.0,-1.0,0.7818,0.6235,0.0023,18.5,0.223,low,athlete,athlete_07
1.28,7.38,8,7,2,1.25,75.1,-0.6,0.9659,-0.2588,0.9749,-0.2225,0.0015,7.0,0.2895,low,athlete,athlete_19
1.99,7.35,6,20,0,1.84,61.4,-0.6,-0.866,0.5,0.0,1.0,0.0024,22.3,0.3311,low,recovering,recovering_13
9.07,6.85,3,20,0,29.18,67.9,0.5,-0.866,0.5,0.0,1.0,0.0196,11.1,0.6222,moderate,student,student_09
6.48,9.9,7,18,4,4.47,71.5,0.6,-1.0,-0.0,-0.4339,-0.901,0.0,14.8,0.3296,low,athlete,athlete_14
1.83,5.95,4,8,0,1.7,75.6,-0.7,0.866,-0.5,0.0,1.0,0.0071,5.2,0.5385,moderate,professional,professional_12
8.05,5.37,3,9,3,3.09,84.8,-0.6,0.7071,-0.7071,0.4339,-0.901,0.0397,15.1,0.8743,high,chronic_stress,chronic_stress_05
5.06,6.71,3,7,1,8.68,64.4,-0.8,0.9659,-0.2588,0.7818,0.6235,0.0122,28.1,0.649,moderate,professional,professional_00
14.0,4.73,1,23,0,31.02,88.4,-0.7,-0.2588,0.9659,0.0,1.0,0.0859,20.3,0.98,high,student,student_08
9.82,7.07,3,14,4,10.4,69.6,0.5,-0.5,-0.866,-0.4339,-0.901,0.0171,21.2,0.646,moderate,student,student_07
8.99,5.27,2,20,2,8.29,73.0,-0.6,-0.866,0.5,0.9749,-0.2225,0.046,-1.7,0.98,high,student,student_12
14.0,6.52,3,9,5,1.16,92.1,-0.7,0.7071,-0.7071,-0.9749,-0.2225,0.0388,25.7,0.9498,high,chronic_stress,chronic_stress_10
2.4,8.33,8,7,1,7.82,61.5,-0.7,0.9659,-0.2588,0.7818,0.6235,0.0,-0.7,0.3658,moderate,athlete,athlete_05
0.4,8.45,9,19,3,1.93,64.7,0.5,-0.9659,0.2588,0.4339,-0.901,0.0,5.4,0.1198,low,athlete,athlete_13
3.15,8.2,6,7,3,20.7,65.0,-0.6,0.9659,-0.2588,0.4339,-0.901,0.0,25.4,0.597,moderate,athlete,athlete_02
2.35,7.28,7,12,3,3.54,45.5,0.5,0.0,-1.0,0.4339,-0.901,0.0031,17.1,0.1764,low,athlete,athlete_15
14.0,4.12,1,14,2,7.33,77.8,0.6,-0.5,-0.866,0.9749,-0.2225,0.1019,6.9,0.932,high,shift_worker,shift_worker_07
7.04,5.76,2,10,5,9.38,85.1,0.6,0.5,-0.866,-0.9749,-0.2225,0.0295,6.2,0.8626,high,student,student_01
3.26,4.6,1,9,2,38.58,92.0,0.9,0.7071,-0.7071,0.9749,-0.2225,0.0208,27.8,0.6135,moderate,chronic_stress,chronic_stress_15
6.75,6.6,4,7,0,12.6,77.2,0.6,0.9659,-0.2588,0.0,1.0,0.0177,19.4,0.4883,moderate,shift_worker,shift_worker_08
12.65,7.02,3,14,5,6.99,83.2,-0.7,-0.5,-0.866,-0.9749,-0.2225,0.0233,8.6,0.9143,high,student,student_08
8.88,4.78,5,21,0,22.68,69.2,0.6,-0.7071,0.7071,0.0,1.0,0.0536,10.0,0.692,moderate,chronic_stress,chronic_stress_08
0.3,5.36,4,7,4,0.5,73.0,0.7,0.9659,-0.2588,-0.4339,-0.901,0.0015,17.5,0.3897,low,shift_worker,shift_worker_14
5.68,8.91,8,7,1,3.65,71.8,0.7,0.9659,-0.2588,0.7818,0.6235,0.0,12.8,0.3772,moderate,athlete,athlete_14
3.27,4.47,2,20,0,5.63,69.8,0.7,-0.866,0.5,0.0,1.0,0.0217,5.3,0.5768,moderate,student,student_09
4.71,6.21,3,12,0,8.94,74.6,-0.4,0.0,-1.0,0.0,1.0,0.0158,6.8,0.6727,high,student,student_18
9.57,7.48,5,18,5,15.05,75.9,-0.8,-1.0,-0.0,-0.9749,-0.2225,0.0093,-1.2,0.8022,high,professional,professional_01
1.93,6.48,5,12,3,2.31,90.9,-0.6,0.0,-1.0,0.4339,-0.901,0.0055,15.9,0.5799,moderate,professional,professional_14
2.03,5.47,5,21,2,4.79,56.5,-0.8,-0.7071,0.7071,0.9749,-0.2225,0.0096,16.0,0.5471,moderate,recovering,recovering_03
14.0,6.55,4,9,5,41.69,70.2,0.7,0.7071,-0.7071,-0.9749,-0.2225,0.038,1.8,0.924,high,recovering,recovering_05
1.05,4.77,3,22,3,2.71,67.9,-0.6,-0.5,0.866,0.4339,-0.901,0.0064,24.7,0.6655,high,student,student_08
9.89,5.64,3,12,0,23.91,67.3,-0.8,0.0,-1.0,0.0,1.0,0.0437,13.4,0.98,high,professional,professional_02
2.36,6.34,6,8,4,25.03,46.2,0.5,0.866,-0.5,-0.4339,-0.901,0.0073,12.1,0.3537,low,athlete,athlete_05
2.5,4.62,3,8,2,2.78,77.3,-0.6,0.866,-0.5,0.9749,-0.2225,0.0159,26.0,0.5722,moderate,recovering,recovering_16
3.96,5.41,2,14,2,16.44,71.5,-0.4,-0.5,-0.866,0.9749,-0.2225,0.0192,8.2,0.6128,moderate,shift_worker,shift_worker_13
6.79,6.97,4,18,6,11.29,64.6,-0.7,-1.0,-0.0,-0.7818,0.6235,0.0131,4.8,0.5678,moderate,professional,professional_00
14.0,6.65,2,19,5,120.0,88.2,-0.7,-0.9659,0.2588,-0.9749,-0.2225,0.0355,13.7,0.98,high,professional,professional_16
10.39,4.82,1,21,6,120.0,60.7,-0.7,-0.7071,0.7071,-0.7818,0.6235,0.0619,6.7,0.98,high,student,student_02
10.36,9.47,5,21,0,87.33,66.7,0.7,-0.7071,0.7071,0.0,1.0,0.0,8.8,0.6326,moderate,recovering,recovering_17
3.39,7.3,8,6,0,7.53,47.4,0.5,1.0,0.0,0.0,1.0,0.0045,3.9,0.0316,low,athlete,athlete_07
4.34,6.2,3,13,2,9.61,81.5,-0.6,-0.2588,-0.9659,0.9749,-0.2225,0.0146,9.4,0.6326,high,chronic_stress,chronic_stress_18
7.97,3.0,1,9,3,14.05,77.6,0.6,0.7071,-0.7071,0.4339,-0.901,0.0748,6.7,0.932,high,chronic_stress,chronic_stress_03
13.07,7.85,3,21,6,48.66,79.4,-0.4,-0.7071,0.7071,-0.7818,0.6235,0.0037,3.6,0.98,high,student,student_15
3.65,6.93,6,8,3,2.38,78.3,0.7,0.866,-0.5,0.4339,-0.901,0.0073,17.4,0.462,moderate,recovering,recovering_16
3.23,8.41,7,8,5,6.04,55.0,0.7,0.866,-0.5,-0.9749,-0.2225,0.0,14.3,0.203,low,athlete,athlete_09
5.9,3.36,2,22,4,6.64,82.5,-0.7,-0.5,0.866,-0.4339,-0.901,0.0513,25.1,0.98,high,shift_worker,shift_worker_16
4.64,5.99,3,20,2,5.99,77.9,-0.6,-0.866,0.5,0.9749,-0.2225,0.0175,15.8,0.55,moderate,professional,professional_06
4.87,3.37,1,9,4,7.04,81.5,-0.6,0.7071,-0.7071,-0.4339,-0.901,0.0422,6.0,0.7646,high,chronic_stress,chronic_stress_02
5.98,4.8,1,14,1,33.39,91.0,-0.4,-0.5,-0.866,0.7818,0.6235,0.0358,4.8,0.7282,high,shift_worker,shift_worker_11
2.18,7.17,5,6,1,2.7,76.0,-0.6,1.0,0.0,0.7818,0.6235,0.0034,29.6,0.5059,moderate,shift_worker,shift_worker_18
7.88,7.19,6,12,2,0.57,49.3,-0.6,0.0,-1.0,0.9749,-0.2225,0.0119,9.3,0.5747,moderate,athlete,athlete_02
3.16,5.51,2,14,0,6.45,82.3,-0.7,-0.5,-0.866,0.0,1.0,0.0148,24.6,0.6861,high,shift_worker,shift_worker_12
4.63,8.83,7,7,0,7.79,46.3,0.6,0.9659,-0.2588,0.0,1.0,0.0,17.5,0.0455,low,athlete,athlete_09
5.46,7.75,8,12,5,2.04,53.1,0.6,0.0,-1.0,-0.9749,-0.2225,0.0025,-1.0,0.3262,low,athlete,athlete_00
5.88,5.35,4,18,4,9.68,69.6,-0.8,-1.0,-0.0,-0.4339,-0.901,0.0292,16.4,0.7741,high,professional,professional_03
7.5,3.63,1,10,4,37.35,72.2,-0.8,0.5,-0.866,-0.4339,-0.901,0.0615,20.1,0.98,high,student,student_08
4.72,7.44,5,18,0,7.07,81.1,-0.4,-1.0,-0.0,0.0,1.0,0.005,17.7,0.6257,moderate,professional,professional_13
0.57,4.02,1,20,2,11.03,87.0,-0.8,-0.866,0.5,0.9749,-0.2225,0.0042,12.2,0.7116,high,chronic_stress,chronic_stress_09
4.47,7.62,7,7,3,19.48,62.6,0.7,0.9659,-0.2588,0.4339,-0.901,0.0032,10.4,0.2897,low,athlete,athlete_10
14.0,7.45,4,22,1,11.29,73.7,-0.7,-0.5,0.866,0.7818,0.6235,0.0143,-6.8,0.6162,moderate,student,student_09
6.78,3.73,1,13,0,22.33,80.2,-0.7,-0.2588,-0.9659,0.0,1.0,0.0544,18.1,0.98,high,chronic_stress,chronic_stress_06
1.23,9.18,6,7,2,1.57,60.1,0.6,0.9659,-0.2588,0.9749,-0.2225,0.0,13.0,0.1731,low,athlete,athlete_19
9.18,6.44,4,8,1,1.26,67.1,-0.6,0.866,-0.5,0.7818,0.6235,0.0268,17.4,0.7762,high,professional,professional_08
4.97,10.39,7,10,6,27.98,75.2,0.6,0.5,-0.866,-0.7818,0.6235,0.0,-1.6,0.4952,moderate,student,student_14
7.68,6.18,4,20,6,9.76,66.7,-0.8,-0.866,0.5,-0.7818,0.6235,0.0262,2.1,0.8561,high,recovering,recovering_05
9.13,4.29,1,10,0,75.47,104.6,-0.7,0.5,-0.866,0.0,1.0,0.0635,13.2,0.98,high,chronic_stress,chronic_stress_11
7.27,7.46,4,23,0,87.5,72.9,0.6,-0.2588,0.9659,0.0,1.0,0.0074,1.1,0.932,high,shift_worker,shift_worker_01
2.34,4.04,1,10,5,52.92,75.9,0.6,0.5,-0.866,-0.9749,-0.2225,0.0173,15.1,0.5935,moderate,chronic_stress,chronic_stress_19
4.71,6.01,4,19,1,22.43,80.3,-0.7,-0.9659,0.2588,0.7818,0.6235,0.0176,12.4,0.7032,moderate,professional,professional_05
3.22,5.87,5,9,5,6.15,82.1,0.6,0.7071,-0.7071,-0.9749,-0.2225,0.0128,3.9,0.4793,moderate,recovering,recovering_04
4.88,7.67,7,18,4,0.83,58.2,-0.8,-1.0,-0.0,-0.4339,-0.901,0.003,22.2,0.538,moderate,athlete,athlete_05
12.04,5.05,1,23,0,5.28,86.9,-0.7,-0.2588,0.9659,0.0,1.0,0.0665,22.7,0.98,high,shift_worker,shift_worker_07
3.32,5.58,5,10,0,9.45,73.5,0.9,0.5,-0.866,0.0,1.0,0.0151,19.0,0.4029,moderate,student,student_08
5.5,4.6,3,8,2,0.59,71.2,0.6,0.866,-0.5,0.9749,-0.2225,0.035,13.0,0.6467,high,recovering,recovering_05
14.0,5.42,1,10,2,56.7,88.8,-0.8,0.5,-0.866,0.9749,-0.2225,0.0678,14.9,0.98,high,chronic_stress,chronic_stress_10
3.49,10.97,7,22,3,9.55,68.6,-0.4,-0.5,0.866,0.4339,-0.901,0.0,9.7,0.6087,moderate,shift_worker,shift_worker_14
2.7,7.18,5,19,2,22.96,60.5,-0.4,-0.9659,0.2588,0.9749,-0.2225,0.0041,14.9,0.2825,low,athlete,athlete_03
12.67,3.0,1,7,0,58.83,80.1,-0.4,0.9659,-0.2588,0.0,1.0,0.1188,15.6,0.98,high,shift_worker,shift_worker_00
4.4,5.77,4,9,2,1.44,70.1,-0.4,0.7071,-0.7071,0.9749,-0.2225,0.0184,1.8,0.6571,high,recovering,recovering_13
3.06,6.04,3,20,0,0.5,88.9,-0.6,-0.866,0.5,0.0,1.0,0.0112,17.0,0.6387,moderate,chronic_stress,chronic_stress_16
7.19,7.52,5,20,5,18.3,73.4,-0.6,-0.866,0.5,-0.9749,-0.2225,0.0065,4.5,0.7173,high,professional,professional_18
8.56,8.81,4,23,6,15.22,55.1,-0.6,-0.2588,0.9659,-0.7818,0.6235,0.0,6.4,0.7077,high,student,student_19
6.21,5.7,2,22,5,0.5,98.8,-0.4,-0.5,0.866,-0.9749,-0.2225,0.0267,29.8,0.8464,high,chronic_stress,chronic_stress_16
5.31,4.48,3,8,2,48.14,79.7,-0.6,0.866,-0.5,0.9749,-0.2225,0.035,9.7,0.8737,high,professional,professional_18
